cdm_manifest,cdm_manifest_path,cdm_source_file,cdm_entity_name,cdm_attribute_name,cdm_display_name,description,cdm_semantic_meanings,cdm_data_type,cdm_data_format,is_primary_key,is_foreign_key,cdm_related_manifest,cdm_related_manifest_source_file,dbt_schema_name,dbt_model_name,dbt_column_name,dbt_related_schema_name,dbt_related_model_name,dbt_related_column_name,dbt_data_type,duckdb_data_type,bigquery_data_type,pandas_data_type,dbt_labels
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel15,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level15,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel2,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level2,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel3,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level3,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel4,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level4,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel5,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level5,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel6,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level6,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel7,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level7,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel8,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level8,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyLevel9,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_level9,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionMemberName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_member_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionMemberDescription,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_member_description,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel1,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level1,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel10,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level10,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel11,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level11,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel12,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level12,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel13,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level13,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel14,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level14,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel15,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level15,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel2,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level2,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel3,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level3,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel4,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level4,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel5,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level5,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel6,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level6,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel7,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level7,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel8,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level8,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyLevel9,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_level9,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionMemberName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_member_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionMemberDescription,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_member_description,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CalendarId,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,calendar_id,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,Month,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,month,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,PeriodName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,period_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,PeriodOffset,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,period_offset,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,Quarter,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,quarter,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,QuarterOffset,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,quarter_offset,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,YearOffset,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,year_offset,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,YearName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,year_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostObjectDimensionHierarchyName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_object_dimension_hierarchy_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,CostElementDimensionHierarchyName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,cost_element_dimension_hierarchy_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,VersionIdentificationName,Version,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,version_identification_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,SourceVersionIdentificationName,Source version,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,source_version_identification_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithHierarchiesEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithHierarchiesEntity,CAMAggregatedCostEntryWithHierarchiesEntity,VersionType,Version type,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_hierarchies_entity,version_type,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedCostElementDimensionMemberEntity.1.0.1.cdm.json/CAMImportedCostElementDimensionMemberEntity,CAMImportedCostElementDimensionMemberEntity,SourceIdentifier,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_cost_element_dimension_member_entity,source_identifier,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedCostElementDimensionMemberEntity.1.0.1.cdm.json/CAMImportedCostElementDimensionMemberEntity,CAMImportedCostElementDimensionMemberEntity,MemberName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_cost_element_dimension_member_entity,member_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedCostElementDimensionMemberEntity.1.0.1.cdm.json/CAMImportedCostElementDimensionMemberEntity,CAMImportedCostElementDimensionMemberEntity,MemberDescription,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_cost_element_dimension_member_entity,member_description,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedStatisticalMeasureEntity.1.0.1.cdm.json/CAMImportedStatisticalMeasureEntity,CAMImportedStatisticalMeasureEntity,AccountingDate,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_statistical_measure_entity,accounting_date,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedStatisticalMeasureEntity.1.0.1.cdm.json/CAMImportedStatisticalMeasureEntity,CAMImportedStatisticalMeasureEntity,DimensionMemberNames,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_statistical_measure_entity,dimension_member_names,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedStatisticalMeasureEntity.1.0.1.cdm.json/CAMImportedStatisticalMeasureEntity,CAMImportedStatisticalMeasureEntity,Magnitude,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_statistical_measure_entity,magnitude,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedStatisticalMeasureEntity.1.0.1.cdm.json/CAMImportedStatisticalMeasureEntity,CAMImportedStatisticalMeasureEntity,SourceIdentifier,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_statistical_measure_entity,source_identifier,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostAccountingCurrencyAmount,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_accounting_currency_amount,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostAccountingDate,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_accounting_date,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostAccountingLedgerName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_accounting_ledger_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostControlUnitName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_control_unit_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostBehavior,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_behavior,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel1,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level1,,,,STRING,VARCHAR,STRING,object,
