cdm_manifest,cdm_manifest_path,cdm_source_file,cdm_entity_name,cdm_attribute_name,cdm_display_name,description,cdm_semantic_meanings,cdm_data_type,cdm_data_format,is_primary_key,is_foreign_key,cdm_related_manifest,cdm_related_manifest_source_file,dbt_schema_name,dbt_model_name,dbt_column_name,dbt_related_schema_name,dbt_related_model_name,dbt_related_column_name,dbt_data_type,duckdb_data_type,bigquery_data_type,pandas_data_type,dbt_labels
operationsCommon,local:/core/operationsCommon/operationsCommon.1.1.1.manifest.cdm.json,Common.1.1.cdm.json/Common,Common,RecId,,,,int64,CdmDataFormat.INT64,False,False,,,operations_common,common,rec_id,,,,BIGINT,BIGINT,INT64,Int64,
